domain	strict	balanced	reward_block	source
filter-eu.bid4advertising.com	1	1	0	Wei.G
filter-eu.epikads.com	1	1	0	Wei.G
filter-eu.felixads.com	1	1	0	Wei.G
filter-eu.high-on-ads.com	1	1	0	Wei.G
filter-eu.kraftads.com	1	1	0	Wei.G
filter-eu.optumads.com	1	1	0	Wei.G
filter-eu.tenxads.com	1	1	0	Wei.G
filter-eu.winkleads.com	1	1	0	Wei.G
filter.adsaay.com	1	1	0	Wei.G
filter.adsailor.com	1	1	0	Wei.G
filter.adscholars.com	1	1	0	Wei.G
filter.adsfloow.net	1	1	0	Wei.G
filter.adsparkmedia.net	1	1	0	Wei.G
filter.adsupplyexchange.com	1	1	0	Wei.G
filter.advertoix.com	1	1	0	Wei.G
filter.adverttise.com	1	1	0	Wei.G
filter.adzestoads.xyz	1	1	0	Wei.G
filter.bappaads.com	1	1	0	Wei.G
filter.bid4advertising.com	1	1	0	Wei.G
filter.bidmyads.com	1	1	0	Wei.G
filter.bifocalads.com	1	1	0	Wei.G
filter.boffoads.com	1	1	0	Wei.G
filter.epikads.com	1	1	0	Wei.G
filter.high-on-ads.com	1	1	0	Wei.G
filter.jotterads.com	1	1	0	Wei.G
filter.kraftads.com	1	1	0	Wei.G
filter.kvicads.com	1	1	0	Wei.G
filter.metaadserving.com	1	1	0	Wei.G
filter.optumads.com	1	1	0	Wei.G
filter.santaads.com	1	1	0	Wei.G
filter.tenxads.com	1	1	0	Wei.G
filter.winkleads.com	1	1	0	Wei.G
filter.xmladsystem.com	1	1	0	Wei.G
filteradkernel.adsimilate.com	1	1	0	Wei.G
fim.adnxs.com	1	1	0	Wei.G
finance.cityads.com	1	1	0	Wei.G
financialadvisordetroit.com	1	1	0	Wei.G
fireads.online	1	1	0	Wei.G
fireads.org	1	1	0	Wei.G
fireworkadservices.com	1	1	0	Wei.G
fireworkadservices1.com	1	1	0	Wei.G
fireworks-advertising.com	1	1	0	Wei.G
fishadventurebse.info	1	1	0	Wei.G
five.partner.archive-it.org	1	1	0	Wei.G
fixyourads.com	1	1	0	Wei.G
flagads.net	1	1	0	Wei.G
flairads.com	1	1	0	Wei.G
flairadscpc.com	1	1	0	Wei.G
flash-offer-hub.it.com	1	1	0	Wei.G
flash.cn	1	1	0	Wei.G
flash.quantserve.com	1	1	0	Wei.G
flash.shanxienergy.com	1	1	0	Wei.G
flashtest.ero-advertising.com	1	1	0	Wei.G
flat-ads.com	1	1	0	Wei.G
flatdee.ero-advertising.com	1	1	0	Wei.G
flatfae.ero-advertising.com	1	1	0	Wei.G
flatfea.ero-advertising.com	1	1	0	Wei.G
flatfee.ero-advertising.com	1	1	0	Wei.G
flex.msn.com	1	1	0	Wei.G
flimsyheadstone.com	1	1	0	Wei.G
floatingads.madisonavenue.com	1	1	0	Wei.G
flow.growmyads.com	1	1	0	Wei.G
flower-ads.com	1	1	0	Wei.G
fls-eu.amazon-adsystem.com	1	1	0	Wei.G
fls-fe.amazon-adsystem.com	1	1	0	Wei.G
fls-na.amazon-adsystem.com	1	1	0	Wei.G
fls.au.doubleclick.net	1	1	0	Wei.G
fls.doubleclick.net	1	1	0	Wei.G
fls.uk.doubleclick.net	1	1	0	Wei.G
flurry.cachefly.net	1	1	0	Wei.G
flurry.com	1	1	0	Wei.G
fluxads.com	1	1	0	Wei.G
flw.ero-advertising.com	1	1	0	Wei.G
fly-ads.net	1	1	0	Wei.G
fly-analytics.com	1	1	0	Wei.G
flyads1.com	1	1	0	Wei.G
flyingadvert.com	1	1	0	Wei.G
flymyads.com	1	1	0	Wei.G
fm.ipinyou.com	1	1	0	Wei.G
fmads.osdn.com	1	1	0	Wei.G
fmg.aty.sohu.com	1	1	0	Wei.G
fms.cje6h.lp.g.tech.downloads.pos.fs.account.azure.on.t.instagram.cp.acbhk0.gbc.criteo.com	1	1	0	Wei.G
fms.ipinyou.com	1	1	0	Wei.G
fmsads.com	1	1	0	Wei.G
fnatfee.ero-advertising.com	1	1	0	Wei.G
fo-api.omnitagjs.com	1	1	0	Wei.G
focusin.ads.targetnet.com	1	1	0	Wei.G
fod-cm-ad-v.webcdn.stream.ne.jp	1	1	0	Wei.G
folder.adsunflower.com	1	1	0	Wei.G
folder.advmob.cn	1	1	0	Wei.G
fonts.ad.admitad.com	1	1	0	Wei.G
foodbrochure.advancedtech.com	1	1	0	Wei.G
forex-advice.net	1	1	0	Wei.G
forexadv.eu	1	1	0	Wei.G
form.ads.zalo.me	1	1	0	Wei.G
fortuneadvert.com	1	1	0	Wei.G
forum.ero-advertising.com	1	1	0	Wei.G
forums.data2.ero-advertising.com	1	1	0	Wei.G
forums.ero-advertising.com	1	1	0	Wei.G
fota.advmob.cn	1	1	0	Wei.G
fp-analytics.hotstar.com	1	1	0	Wei.G
fp3.ads.stickyadstv.com.akadns.net	1	1	0	Wei.G
fpa.ero-advertising.com	1	1	0	Wei.G
fpadserver.com	1	1	0	Wei.G
fr.adserver.yahoo.com	1	1	0	Wei.G
fr.eu.ads-preiniewprod.gbc.criteo.com	1	1	0	Wei.G
fr.eu.ads-previewprod.gbc.criteo.com	1	1	0	Wei.G
fr.eu.ads-prewwwiewprod.gbc.criteo.com	1	1	0	Wei.G
fr.rtb-rubicon-1.ads-previewprod.gbc.criteo.com	1	1	0	Wei.G
fra1-ib.adnxs-simple.com	1	1	0	Wei.G
francecadstre.fr	1	1	0	Wei.G
freakads.com	1	1	0	Wei.G
free-ebookdownloads.com	1	1	0	Wei.G
free247downloads.com	1	1	0	Wei.G
freedownloadsoftware4all.info	1	1	0	Wei.G
freefromads.com	1	1	0	Wei.G
freefromads.pro	1	1	0	Wei.G
frivol-ads.com	1	1	0	Wei.G
frogadvert.ru	1	1	0	Wei.G
front.aid-ad.jp	1	1	0	Wei.G
frontier-toutiao.snssdk.com	1	1	0	Wei.G
frontier100-toutiao-hl.fqnovel.com	1	1	0	Wei.G
frontier100-toutiao-lf.fqnovel.com	1	1	0	Wei.G
frontrange36-129xroads.b2bmktg.com	1	1	0	Wei.G
frontrange86-129xroads.b2bmktg.com	1	1	0	Wei.G
frontstat.agrantsem.com	1	1	0	Wei.G
fronttoad.com	1	1	0	Wei.G
frostlineadvisors.ink	1	1	0	Wei.G
frostnsullivan.advancedtech.com	1	1	0	Wei.G
frwrz661fasv.l4.adsco.re	1	1	0	Wei.G
frwrz661fasv.n4.adsco.re	1	1	0	Wei.G
frwrz661fasv.s4.adsco.re	1	1	0	Wei.G
fs-uc-nearme-com-cn.oss-cn-hangzhou.aliyuncs.com	1	1	0	Wei.G
fstatic.iadvize.com	1	1	0	Wei.G
ftp.dns-info.dyndns.pro	1	1	0	Wei.G
fuck-ads.vercel.app	1	1	0	Wei.G
fuelusnow.nomadsocials.com	1	1	0	Wei.G
fullstackadsagencycr.pro	1	1	0	Wei.G
fumiad.dxys.pro	1	1	0	Wei.G
fun-adx.admaster.com.cn	1	1	0	Wei.G
fun.adx.admaster.com.cn	1	1	0	Wei.G
fun.financeadvisors.com	1	1	0	Wei.G
fundingchoicesmessages.google.com	1	1	0	Wei.G
funworldadventure937.sbs	1	1	0	Wei.G
furilimads.com	1	1	0	Wei.G
fusion-iad-dev-clogs-eqbrmmvphc.elasticbeanstalk.com	1	1	0	Wei.G
fusionads.net	1	1	0	Wei.G
futureads.io	1	1	0	Wei.G
fvid.atm.youku.com	1	1	0	Wei.G
fw.adsafeprotected.com	1	1	0	Wei.G
fwvc.adsafeprotected.com	1	1	0	Wei.G
fxadviceformeandyou.com	1	1	0	Wei.G
fyls88zqyb.content-ad.net	1	1	0	Wei.G
g.163.com	1	1	0	Wei.G
g.adimg.net	1	1	0	Wei.G
g.adnxs.com	1	1	0	Wei.G
g.ads.cn.miaozhen.com	1	1	0	Wei.G
g.adspeed.net	1	1	0	Wei.G
g.baidu.com	1	1	0	Wei.G
g.blogads.com	1	1	0	Wei.G
g.click.taobao.com	1	1	0	Wei.G
g.cn.miaozhen.com	1	1	0	Wei.G
g.doubleclick.net	1	1	0	Wei.G
g.dtv.cn.miaozhen.com	1	1	0	Wei.G
g.fancyapi.com	1	1	0	Wei.G
g.jssdk.net	1	1	0	Wei.G
g.s.360.cn	1	1	0	Wei.G
g.sdk.look.360.cn	1	1	0	Wei.G
g.tech.downloads.pos.fs.account.azure.on.t.instagram.cp.acbhk0.gbc.criteo.com	1	1	0	Wei.G
g.vlion.cn	1	1	0	Wei.G
g.wan.2345.com	1	1	0	Wei.G
g1.163.com	1	1	0	Wei.G
g1.ads.oppomobile.com	1	1	0	Wei.G
g1.doubleclick.net	1	1	0	Wei.G
g1.tagtic.cn	1	1	0	Wei.G
g13v.prd.ads.aws.fwmrm.net	1	1	0	Wei.G
g1max.mediav.com	1	1	0	Wei.G
g1xd.mediav.com	1	1	0	Wei.G
ga.xdrig.com	1	1	0	Wei.G
gaandroid.talkingdata.net	1	1	0	Wei.G
gad.impresionesweb.com	1	1	0	Wei.G
gad.shinobi.jp	1	1	0	Wei.G
gads.goldebet.bet.br	1	1	0	Wei.G
gads.homecompany-moebel.com	1	1	0	Wei.G
gads.pubmatic.com	1	1	0	Wei.G
gadsabs.com	1	1	0	Wei.G
gadsatz.com	1	1	0	Wei.G
gadsbee.com	1	1	0	Wei.G
gadsdentoday.com	1	1	0	Wei.G
gadse.w1.at	1	1	0	Wei.G
gadslife.com	1	1	0	Wei.G
gadslimz.com	1	1	0	Wei.G
gadsme.com	1	1	0	Wei.G
gadspms.com	1	1	0	Wei.G
gadspmz.com	1	1	0	Wei.G
gadswithai.site	1	1	0	Wei.G
gadx.hubcloud.com.cn	1	1	0	Wei.G
gainifyads.com	1	1	0	Wei.G
galaxy.bjcathay.com	1	1	0	Wei.G
galaxymedia.xyz	1	1	0	Wei.G
gallery.pandora.xiaomi.com	1	1	0	Wei.G
gam.adnxs.com	1	1	0	Wei.G
game-advertising-online.com	1	1	0	Wei.G
game.adwo.com	1	1	0	Wei.G
game.html5.qq.com	1	1	0	Wei.G
game.pps.tv	1	1	0	Wei.G
game.weibo.cn	1	1	0	Wei.G
game.weibo.com	1	1	0	Wei.G
gameads.io	1	1	0	Wei.G
gamecenter.iqiyi.com	1	1	0	Wei.G
games.cityads.com	1	1	0	Wei.G
gamesiteads.com	1	1	0	Wei.G
gamigoads.com	1	1	0	Wei.G
gan.doubleclick.net	1	1	0	Wei.G
gaqfzadvpkxiu.website	1	1	0	Wei.G
gas.data.pplive.com	1	1	0	Wei.G
gaslitads.com	1	1	0	Wei.G
gaspra.iad-03.braze.com	1	1	0	Wei.G
gata.ero-advertising.com	1	1	0	Wei.G
gateway-check.info	1	1	0	Wei.G
gateway.ttpsdk.info	1	1	0	Wei.G
gateway.unityads.unity3d.com	1	1	0	Wei.G
gatorleads.co.uk	1	1	0	Wei.G
gayads.biz	1	1	0	Wei.G
gaydadsquared.com	1	1	0	Wei.G
gbads.net	1	1	0	Wei.G
gbp.ebayadvertising.triadretail.net	1	1	0	Wei.G
gcads.osdn.com	1	1	0	Wei.G
gcd.mmstat.com	1	1	0	Wei.G
gcdn.2mdn.net	1	1	0	Wei.G
gcdsdk.appsflyer.com	1	1	0	Wei.G
gcdsdk.appsflyersdk.com	1	1	0	Wei.G
gcirm.honoluluadvertiser.gcion.com	1	1	0	Wei.G
gcirm.montgomeryadvertiser.com	1	1	0	Wei.G
gdfp.gifshow.com	0	0	1	Wei.G
gds.mmstat.com	1	1	0	Wei.G
gdsns1.mmstat.com	1	1	0	Wei.G
gdt.dsp.mediav.com	1	1	0	Wei.G
gdt.qq.com	1	1	0	Wei.G
gdyn.veryfunnyads.com	1	1	0	Wei.G
gearsadspromo.club	1	1	0	Wei.G
gecko-hl.snssdk.com	1	1	0	Wei.G
gecko-lq.snssdk.com	1	1	0	Wei.G
geelymitee-fad6fd.ingress-comporellon.ewp.live	1	1	0	Wei.G
gen.alicdn.com	1	1	0	Wei.G
geniusdefe.advocatemintukumarmondal.com	1	1	0	Wei.G
gentwoleads.top	1	1	0	Wei.G
geo.adobe.com	1	1	0	Wei.G
geo.ads.audio.thisisdax.com	1	1	0	Wei.G
geo.cityads.com	1	1	0	Wei.G
geo.flurry.com	1	1	0	Wei.G
geo.moatads.com	1	1	0	Wei.G
geo2.adobe.com	1	1	0	Wei.G
geoads.com	1	1	0	Wei.G
geoads.eurorevenue.com	1	1	0	Wei.G
geoads.osdn.com	1	1	0	Wei.G
geocdn.unityads.unity3d.com	1	1	0	Wei.G
geoced.smartadserver.com	1	1	0	Wei.G
geofence.sys.miui.com	1	1	0	Wei.G
geoip.propellerads.com	1	1	0	Wei.G
geoworker.ayads.co	1	1	0	Wei.G
get-ads.ru	1	1	0	Wei.G
get-downloads.com	1	1	0	Wei.G
get-olx.api-protocol.shop	1	1	0	Wei.G
get-olx.check-link.shop	1	1	0	Wei.G
get.optad360.io	1	1	0	Wei.G
get.tutoads.tv	1	1	0	Wei.G
getaadsincome.info	1	1	0	Wei.G
getads.tianad.cn	1	1	0	Wei.G
getadsincomely.info	1	1	0	Wei.G
getdispadsshop.com	1	1	0	Wei.G
getleads.smartasset.com	1	1	0	Wei.G
getmyads.com	1	1	0	Wei.G
getmyads24.com	1	1	0	Wei.G
getshowads.com	1	1	0	Wei.G
getsomedownloads.com	1	1	0	Wei.G
gfbehjvsy5q0mu.plus-dns.lat	1	1	0	Wei.G
gg-ads.b-cdn.net	1	1	0	Wei.G
ggcode.2345.com	1	1	0	Wei.G
ggic01.miguvideo.com	1	1	0	Wei.G
ggx.cmvideo.cn	1	1	0	Wei.G
ggx01.miguvideo.com	1	1	0	Wei.G
ggx02.miguvideo.com	1	1	0	Wei.G
ggx10.miguvideo.com	1	1	0	Wei.G
ghkbid.adview.com	1	1	0	Wei.G
ghovvadv.com	1	1	0	Wei.G
gimg.baidu.com	1	1	0	Wei.G
ginads.com	1	1	0	Wei.G
gitads.dev	1	1	0	Wei.G
gj.gds.mmstat.com	1	1	0	Wei.G
gj.mmstat.com	1	1	0	Wei.G
gj.track.uc.cn	1	1	0	Wei.G
gjtrack.ucweb.com	1	1	0	Wei.G
gklfs-0vg08.ads.tremorhub.com	1	1	0	Wei.G
gklfs-fvifs.ads.tremorhub.com	1	1	0	Wei.G
gklfs-giam6.ads.tremorhub.com	1	1	0	Wei.G
gklfs-idnhw.ads.tremorhub.com	1	1	0	Wei.G
gklfs-ktn14.ads.tremorhub.com	1	1	0	Wei.G
gklfs-x8k98.ads.tremorhub.com	1	1	0	Wei.G
gladsite.com	1	1	0	Wei.G
gleemsoadsooms.net	1	1	0	Wei.G
global-staticplat.cdn.bcebos.com	1	1	0	Wei.G
global.adserver.yahoo.com	1	1	0	Wei.G
global.msads.net	1	1	0	Wei.G
globaladsales.com	1	1	0	Wei.G
globaladv.net	1	1	0	Wei.G
globalsellingads.com	1	1	0	Wei.G
globalwebads.com	1	1	0	Wei.G
glores2.lanzoui.com	1	1	0	Wei.G
glores2.lanzoux.com	1	1	0	Wei.G
glores2.taisantech.com	1	1	0	Wei.G
glsdk.logsss.com	1	1	0	Wei.G
gluco.native-ad.net	1	1	0	Wei.G
gm.gds.mmstat.com	1	1	0	Wei.G
gm.mob.com	1	1	0	Wei.G
gma.alicdn.com	1	1	0	Wei.G
gmad1.xyz	1	1	0	Wei.G
gmads.net	1	1	0	Wei.G
gmbhadvanceservice.com	1	1	0	Wei.G
gmmads.com	1	1	0	Wei.G
gntbcstksdk.112.2o7.net	1	1	0	Wei.G
go-mob.online	1	1	0	Wei.G
go-olx.fast-click.shop	1	1	0	Wei.G
go.ad1data.com	1	1	0	Wei.G
go.ad2up.com	1	1	0	Wei.G
go.ad2upapp.com	1	1	0	Wei.G
go.adspipe.com	1	1	0	Wei.G
go.adstarr.com	1	1	0	Wei.G
go.advanced.npdigital.com	1	1	0	Wei.G
go.advancedexercise.com	1	1	0	Wei.G
go.advancedfraudsolutions.com	1	1	0	Wei.G
go.advancedrecoverysystems.com	1	1	0	Wei.G
go.advancementresources.org	1	1	0	Wei.G
go.advantage.zpg.co.uk	1	1	0	Wei.G
go.advantaira.com	1	1	0	Wei.G
go.advantech.com	1	1	0	Wei.G
go.advantive.com	1	1	0	Wei.G
go.adventfs.com	1	1	0	Wei.G
go.adventure-life.com	1	1	0	Wei.G
go.adversal.com	1	1	0	Wei.G
go.advertising.dpgmedia.be	1	1	0	Wei.G
go.advisorspreferred.com	1	1	0	Wei.G
go.advologix.com	1	1	0	Wei.G
go.adxadserv.com	1	1	0	Wei.G
go.agelessadvicedaily.com	1	1	0	Wei.G
go.amazon-ads-sfevents.com	1	1	0	Wei.G
go.angleadvisors.com	1	1	0	Wei.G
go.astoriaadvisors.com	1	1	0	Wei.G
go.corbinadvisors.com	1	1	0	Wei.G
go.demand.technologyadvice.com	1	1	0	Wei.G
go.dlads.cn	1	1	0	Wei.G
go.gladson.com	1	1	0	Wei.G
go.leadspace.com	1	1	0	Wei.G
go.linkadsnet.com	1	1	0	Wei.G
go.mercatoradvisorygroup.com	1	1	0	Wei.G
go.mmstat.com	1	1	0	Wei.G
go.mobpartner.mobi	1	1	0	Wei.G
go.padsdel.com	1	1	0	Wei.G
go.padsdelivery.com	1	1	0	Wei.G
go.padstm.com	1	1	0	Wei.G
go.panotads.com	1	1	0	Wei.G
go.radsource.us	1	1	0	Wei.G
go.skyviewadvisors.com	1	1	0	Wei.G
go.smartadserver.com	1	1	0	Wei.G
go.spaceshipads.com	1	1	0	Wei.G
go.stratasadvisors.com	1	1	0	Wei.G
go.tenoaksadvisors.com	1	1	0	Wei.G
go.theadvisorinsider.com	1	1	0	Wei.G
go.track.gambleads.digital	1	1	0	Wei.G
go.treatmentadvocacycenter.org	1	1	0	Wei.G
go.twitchadvertising.tv	1	1	0	Wei.G
go.ukrleads.com	1	1	0	Wei.G
go.zacksadvantage.com	1	1	0	Wei.G
go2.toplineads.com	1	1	0	Wei.G
goads.pro	1	1	0	Wei.G
goadserver.com	1	1	0	Wei.G
goadservices.com	1	1	0	Wei.G
goblin.hupu.com	1	1	0	Wei.G
godsadvice.com	1	1	0	Wei.G
goldbridgeadvisors.mom	1	1	0	Wei.G
goldcrestadvisors.mom	1	1	0	Wei.G
goldenbridgeadvisors.mom	1	1	0	Wei.G
goldendownloads247.com	1	1	0	Wei.G
goldfish.untitledspreadsheet.com	1	1	0	Wei.G
golds.lp.mydas.mobi	1	1	0	Wei.G
good-ads-online.com	1	1	0	Wei.G
goodads.de	1	1	0	Wei.G
goodadvert.com.ua	1	1	0	Wei.G
goodadvert.ru	1	1	0	Wei.G
google-ads.hara.vn	1	1	0	Wei.G
google-ads.sing-vallrz.com	1	1	0	Wei.G
google-analytics.com	1	1	0	Wei.G
google-docs.org	1	1	0	Wei.G
google-shopping-v2.sapoapps.vn	1	1	0	Wei.G
google-shopping.sapoapps.vn	1	1	0	Wei.G
google.check-mail.digital	1	1	0	Wei.G
google.check-service.digital	1	1	0	Wei.G
google.checkmy.world	1	1	0	Wei.G
google.crosscheck.world	1	1	0	Wei.G
google.mail-check.digital	1	1	0	Wei.G
google.mail-service.digital	1	1	0	Wei.G
googleads-cn.com	1	1	0	Wei.G
googleads.com	1	1	0	Wei.G
googleads.g.doubleclick-cn.net	1	1	0	Wei.G
googleads.g.doubleclick.nes	1	1	0	Wei.G
googleads.g.doubleclick.net	1	1	0	Wei.G
googleads.github.io	1	1	0	Wei.G
googleads2.g.doubleclick.net	1	1	0	Wei.G
googleads4.g.doubleclick.net	1	1	0	Wei.G
googleadservices-cn.com	1	1	0	Wei.G
googleadservices.com	1	1	0	Wei.G
googleadsserving.cn	1	1	0	Wei.G
googlesyndication.com	1	1	0	Wei.G
googletraveladservices-cn.com	1	1	0	Wei.G
googletraveladservices.com	1	1	0	Wei.G
googlevads-cn.com	1	1	0	Wei.G
googlevideoads.com	1	1	0	Wei.G
gooodyads.com	1	1	0	Wei.G
gopay.stockadv.com	1	1	0	Wei.G
gorgon.youdao.com	1	1	0	Wei.G
gothamads.com	1	1	0	Wei.G
gouploads.nocoshop.ru	1	1	0	Wei.G
gouploads.uploadbox.world	1	1	0	Wei.G
gourmetads.com	1	1	0	Wei.G
gov-cualirange86-829xroads.b2bmktg.com	1	1	0	Wei.G
govytyrange82-129xroads.b2bmktg.com	1	1	0	Wei.G
govytyrange86-129xroads.b2bmktg.com	1	1	0	Wei.G
gpsecureads.com	1	1	0	Wei.G
gr.adserver.yahoo.com	1	1	0	Wei.G
granblue-fantasy-download.com	1	1	0	Wei.G
grand-prix.cityads.com	1	1	0	Wei.G
granitepeakadvisory.info	1	1	0	Wei.G
graphics.medleyads.com	1	1	0	Wei.G
green-ad.ad-stir.com	1	1	0	Wei.G
green-ads.net	1	1	0	Wei.G
greenads.org	1	1	0	Wei.G
gripdownloads.co	1	1	0	Wei.G
grippedownloads.co	1	1	0	Wei.G
gromore.pangolin-sdk-toutiao.com	0	0	1	Wei.G
groovinads.com	1	1	0	Wei.G
grothpladsen.top	1	1	0	Wei.G
growlr.adsbynimbus.com	1	1	0	Wei.G
grs.dbankcloud.cn	1	1	0	Wei.G
grs.dbankcloud.eu	1	1	0	Wei.G
gslbali.ximalaya.com	1	1	0	Wei.G
gtm.adscoffee.vn	1	1	0	Wei.G
gtm.adslancorrea.com.br	1	1	0	Wei.G
gtm.adsventure.de	1	1	0	Wei.G
gtm.advertical.vip	1	1	0	Wei.G
gtm.advleads.com.br	1	1	0	Wei.G
gtm.advocaciapedrocosta.com.br	1	1	0	Wei.G
gtm.advogadaanapaulabrito.com.br	1	1	0	Wei.G
gtm.amorimadvogadosassociados.com	1	1	0	Wei.G
gtm.atins4x4adventure.com.br	1	1	0	Wei.G
gtm.badsheepyarn.com	1	1	0	Wei.G
gtm.bandsoffads.com	1	1	0	Wei.G
gtm.bcwadvogados.com.br	1	1	0	Wei.G
gtm.bresseradvogados.com.br	1	1	0	Wei.G
gtm.claudiaadvprevidenciaria.com.br	1	1	0	Wei.G
gtm.contato.thayneoliveira.adv.br	1	1	0	Wei.G
gtm.fariasadvog.com.br	1	1	0	Wei.G
gtm.guerinadvocacia.com.br	1	1	0	Wei.G
gtm.headspaportugal.com	1	1	0	Wei.G
gtm.hugovilaradv.com.br	1	1	0	Wei.G
gtm.hwrocha.adv.br	1	1	0	Wei.G
gtm.igfadvogados.com.br	1	1	0	Wei.G
gtm.kb99ads.xyz	1	1	0	Wei.G
gtm.kios-77ads.org	1	1	0	Wei.G
gtm.kios77-adscr.org	1	1	0	Wei.G
gtm.lopeseribeiroadv.com.br	1	1	0	Wei.G
gtm.meme-128ads.org	1	1	0	Wei.G
gtm.meme128-adscr.org	1	1	0	Wei.G
gtm.momo128ads.xyz	1	1	0	Wei.G
gtm.pablomendesadv.com	1	1	0	Wei.G
gtm.priscilafernandesadv.com	1	1	0	Wei.G
gtm.rafaelbrittoadvogado.com.br	1	1	0	Wei.G
gtm.raicealvesadvogados.com.br	1	1	0	Wei.G
gtm.raissamontesanoadvocacia.com.br	1	1	0	Wei.G
gtm.ruthrazoniadv.com	1	1	0	Wei.G
gtm.scaleads.com.br	1	1	0	Wei.G
gtm.toko22-adscr.org	1	1	0	Wei.G
gtm.uaileads.com.br	1	1	0	Wei.G
gtm.victorcarvalhoadv.com.br	1	1	0	Wei.G
gtm.weileretorres.adv.br	1	1	0	Wei.G
gtm.wfads.com.br	1	1	0	Wei.G
gtmserver.marcuspeterson.adv.br	1	1	0	Wei.G
gtmserver.waleads.com.br	1	1	0	Wei.G
gts-ads.twistbox.com	1	1	0	Wei.G
gtsdk.batmobi.net	1	1	0	Wei.G
guandads.com	1	1	0	Wei.G
guanggaoad.youku.com	1	1	0	Wei.G
guard.mob.com	1	1	0	Wei.G
guc-api.sonic-us.supersonicads.com	1	1	0	Wei.G
guce.advertising.com	1	1	0	Wei.G
gudja.iad-02.braze.com	1	1	0	Wei.G
gudredsazoadse.net	1	1	0	Wei.G
guess.mediav.com	1	1	0	Wei.G
guess.tf.360.cn	1	1	0	Wei.G
gungnir.xiaojukeji.com	1	1	0	Wei.G
gusabid.adview.com	1	1	0	Wei.G
gv1.xdrig.com	1	1	0	Wei.G
gvod.aiseejapp.atianqi.com	1	1	0	Wei.G
gw-rv.iads.unity3d.com	1	1	0	Wei.G
gw.365you.com	0	0	1	Wei.G
gw.flurry.com	1	1	0	Wei.G
gw5.push.mcp.weibo.cn	1	1	0	Wei.G
gxb.mmstat.com	1	1	0	Wei.G
gxbr.cnzz.com	1	1	0	Wei.G
gxekdhfjgadse.site	1	1	0	Wei.G
gzads.com	1	1	0	Wei.G
gzjroa.bradsdeals.com	1	1	0	Wei.G
gzs20.cnzz.com	1	1	0	Wei.G
h-adashx.ut.taobao.com	1	1	0	Wei.G
h-adashx.ut.youku.com	1	1	0	Wei.G
h-adashx4ae.ut.taobao.com	1	1	0	Wei.G
h-adashx4yt.ut.taobao.com	1	1	0	Wei.G
h-afnetwww.adshuffle.com	1	1	0	Wei.G
h-sdk.online-metrix.net	1	1	0	Wei.G
h.msn.com	1	1	0	Wei.G
h1.msn.com	1	1	0	Wei.G
h250p-y3urn.ads.tremorhub.com	1	1	0	Wei.G
h353.ncadvertiser.com	1	1	0	Wei.G
h5.analytics.126.net	1	1	0	Wei.G
h5.gdt.qq.com	0	0	1	Wei.G
h5.isnssdk.com	1	1	0	Wei.G
h559.stamfordadvocate.com	1	1	0	Wei.G
ha-api.pushwoosh.com	1	1	0	Wei.G
hadsanz.com	1	1	0	Wei.G
hadsecz.com	1	1	0	Wei.G
hadsimz.com	1	1	0	Wei.G
hadskiz.com	1	1	0	Wei.G
hadsokz.com	1	1	0	Wei.G
haiwai-ic.ksosoft.com	1	1	0	Wei.G
halc.iadvize.com	1	1	0	Wei.G
halo.ad.gt	1	1	0	Wei.G
hanlanad.com	1	1	0	Wei.G
hao.360.cn	1	1	0	Wei.G
hao123.xywy.com	1	1	0	Wei.G
haostat.qihoo.com	1	1	0	Wei.G
hassaleh.iad-03.braze.com	1	1	0	Wei.G
hata.ero-advertising.com	1	1	0	Wei.G
hatads.com.br	1	1	0	Wei.G
havenadverb.com	1	1	0	Wei.G
hb-analytics.hotstar.com	1	1	0	Wei.G
hb-api.omnitagjs.com	1	1	0	Wei.G
hb-as.adtech.advertising.com	1	1	0	Wei.G
hb.adscale.de	1	1	0	Wei.G
hb.brainlyads.com	1	1	0	Wei.G
hbads.eboz.com	1	1	0	Wei.G
hbwealthadvisorscom.ru	1	1	0	Wei.G
hcadv.video.ums.uc.cn	1	1	0	Wei.G
hd.hupu.com	1	1	0	Wei.G
hd.mmstat.com	1	1	0	Wei.G
hdadvising.com	1	1	0	Wei.G
hdj.baidu.com	1	1	0	Wei.G
hdns.ksyun.com	1	1	0	Wei.G
hdt.adx.admaster.com.cn	1	1	0	Wei.G
headaiadscore.online	1	1	0	Wei.G
headaiadstart.online	1	1	0	Wei.G
heads-ak.spotify.com.edgesuite.net	1	1	0	Wei.G
heads-fa.spotify.com	1	1	0	Wei.G
headshot.monster	1	1	0	Wei.G
headstonereproofrange.com	1	1	0	Wei.G
headsturn.biz	1	1	0	Wei.G
health-partner.net	1	1	0	Wei.G
healthadvance.rti.org	1	1	0	Wei.G
healthfitadviser.com	1	1	0	Wei.G
heateradvisoraplenty.com	1	1	0	Wei.G
heavyadviseflowerbed.com	1	1	0	Wei.G
hehadstoppedto.org	1	1	0	Wei.G
heliumads.com	1	1	0	Wei.G
help-ads-page.vercel.app	1	1	0	Wei.G
help-center-for-business-open-appeal.mkt5support.cyou	1	1	0	Wei.G
help-center-for-business-open-case.mkt6support.cyou	1	1	0	Wei.G
help.cnzz.com	1	1	0	Wei.G
helpdesksupportads.web.app	1	1	0	Wei.G
helps-ads.top	1	1	0	Wei.G
hepsiads-bff.hepsiburada.com	1	1	0	Wei.G
