domain	strict	balanced	reward_block	source
amifw.adsafeprotected.com	1	1	0	Wei.G
amillionads.com	1	1	0	Wei.G
amipixel.adsafeprotected.com	1	1	0	Wei.G
amipm.adsafeprotected.com	1	1	0	Wei.G
amisapi.adsafeprotected.com	1	1	0	Wei.G
amistatic.adsafeprotected.com	1	1	0	Wei.G
amonsul.douban.com	1	1	0	Wei.G
ampliheads.rest	1	1	0	Wei.G
ams1-ib.adnxs.com	1	1	0	Wei.G
ams1-mobile.adnxs.com	1	1	0	Wei.G
ams1.ib.adnxs.com	1	1	0	Wei.G
amz-ad.a8.net	1	1	0	Wei.G
an.yandex.ru	1	1	0	Wei.G
analy.qq.com	1	1	0	Wei.G
analytic.woozooo.com	1	1	0	Wei.G
analytics-ads.xyz	1	1	0	Wei.G
analytics-api-samples.googlecode.com	1	1	0	Wei.G
analytics-au.clickdimensions.com	1	1	0	Wei.G
analytics-cds.mobiedu.vn	1	1	0	Wei.G
analytics-chi-nfl.yinzcam.com	1	1	0	Wei.G
analytics-digit-in.cdn.ampproject.org	1	1	0	Wei.G
analytics-eu.clickdimensions.com	1	1	0	Wei.G
analytics-eu.tactilews.com	1	1	0	Wei.G
analytics-events.inshorts.com	1	1	0	Wei.G
analytics-ingestion.production-public.tubi.io	1	1	0	Wei.G
analytics-ingress-global.bitmovin.com	1	1	0	Wei.G
analytics-lgs.corebridgefinancial.com	1	1	0	Wei.G
analytics-listener.trafficmanager.net	1	1	0	Wei.G
analytics-phi-nfl.yinzcam.com	1	1	0	Wei.G
analytics-pit-nfl.yinzcam.com	1	1	0	Wei.G
analytics-prod2.glance-internal.inmobi.com	1	1	0	Wei.G
analytics-production.hapyak.com	1	1	0	Wei.G
analytics-script.ad-shield.io	1	1	0	Wei.G
analytics-secure.dollargeneral.com	1	1	0	Wei.G
analytics-server.gimbal.com	1	1	0	Wei.G
analytics-sg.tiktok.com	1	1	0	Wei.G
analytics-static.ugc.bazaarvoice.com	1	1	0	Wei.G
analytics-tcp.mintegral.net	1	1	0	Wei.G
analytics-tracker.thescore.com	1	1	0	Wei.G
analytics.112.2o7.net	1	1	0	Wei.G
analytics.163.com	1	1	0	Wei.G
analytics.ad.daum.net	1	1	0	Wei.G
analytics.admon.com.vn	1	1	0	Wei.G
analytics.adpost.org	1	1	0	Wei.G
analytics.adultswim.co.uk	1	1	0	Wei.G
analytics.agroadvance.com.br	1	1	0	Wei.G
analytics.algoepico.net	1	1	0	Wei.G
analytics.amakings.com	1	1	0	Wei.G
analytics.ambient-platform.com	1	1	0	Wei.G
analytics.amedigital.vn	1	1	0	Wei.G
analytics.amig.com	1	1	0	Wei.G
analytics.analytics-egain.com	1	1	0	Wei.G
analytics.anthill.vn	1	1	0	Wei.G
analytics.anvato.net	1	1	0	Wei.G
analytics.app-adforce.jp	1	1	0	Wei.G
analytics.archive.org	1	1	0	Wei.G
analytics.arz.at	1	1	0	Wei.G
analytics.asml.com	1	1	0	Wei.G
analytics.atdmt.com	1	1	0	Wei.G
analytics.atlauncher.com	1	1	0	Wei.G
analytics.atomiconline.com	1	1	0	Wei.G
analytics.aweber.com	1	1	0	Wei.G
analytics.bachtuongphat.com	1	1	0	Wei.G
analytics.bestbuy.com	1	1	0	Wei.G
analytics.bigcommerce.com	1	1	0	Wei.G
analytics.binaryfortress.com	1	1	0	Wei.G
analytics.bitrix.info	1	1	0	Wei.G
analytics.bkav.com	1	1	0	Wei.G
analytics.bkav.com.vn	1	1	0	Wei.G
analytics.bleacherreport.com	1	1	0	Wei.G
analytics.bluekai.com	1	1	0	Wei.G
analytics.boomerangtv.co.uk	1	1	0	Wei.G
analytics.box.com	1	1	0	Wei.G
analytics.breakingnews.com	1	1	0	Wei.G
analytics.brightedge.com	1	1	0	Wei.G
analytics.canaltnt.es	1	1	0	Wei.G
analytics.capitalgroup.com	1	1	0	Wei.G
analytics.carambo.la	1	1	0	Wei.G
analytics.cartoonito.it	1	1	0	Wei.G
analytics.cartoonnetwork.co.uk	1	1	0	Wei.G
analytics.cartoonnetwork.com.au	1	1	0	Wei.G
analytics.cartoonnetwork.jp	1	1	0	Wei.G
analytics.cartoonnetworkasia.com	1	1	0	Wei.G
analytics.cartoonnetworkmena.com	1	1	0	Wei.G
analytics.ccgateway.net	1	1	0	Wei.G
analytics.cdf.cl	1	1	0	Wei.G
analytics.chase.com	1	1	0	Wei.G
analytics.chilevision.cl	1	1	0	Wei.G
analytics.chvnoticias.cl	1	1	0	Wei.G
analytics.cibc.com	1	1	0	Wei.G
analytics.cibcholidaysforheroes.com	1	1	0	Wei.G
analytics.cibcrepitpournosheros.com	1	1	0	Wei.G
analytics.cibcrewards.com	1	1	0	Wei.G
analytics.cinemax.tv	1	1	0	Wei.G
analytics.cirroenergy.com	1	1	0	Wei.G
analytics.clickdimensions.com	1	1	0	Wei.G
analytics.clickpathmedia.com	1	1	0	Wei.G
analytics.cloudron.io	1	1	0	Wei.G
analytics.cnfanart.com	1	1	0	Wei.G
analytics.cnnchile.com	1	1	0	Wei.G
analytics.cocolog-nifty.com	1	1	0	Wei.G
analytics.cohesionapps.com	1	1	0	Wei.G
analytics.concorsicartoonito.it	1	1	0	Wei.G
analytics.console.aws.a2z.com	1	1	0	Wei.G
analytics.corusent.com	1	1	0	Wei.G
analytics.data.lloydsbankinggroup.com	1	1	0	Wei.G
analytics.digi8.vn	1	1	0	Wei.G
analytics.digital-metric.com	1	1	0	Wei.G
analytics.directenergy.ca	1	1	0	Wei.G
analytics.directenergy.com	1	1	0	Wei.G
analytics.discountpowertx.com	1	1	0	Wei.G
analytics.disneyplus.com	1	1	0	Wei.G
analytics.donglogs.com	1	1	0	Wei.G
analytics.dspunion.com	1	1	0	Wei.G
analytics.eclick.vn	1	1	0	Wei.G
analytics.edgekey.net	1	1	0	Wei.G
analytics.eleague.com	1	1	0	Wei.G
analytics.emarketer.com	1	1	0	Wei.G
analytics.ero-advertising.com	1	1	0	Wei.G
analytics.esporteinterativo.com.br	1	1	0	Wei.G
analytics.evgcdn.net	1	1	0	Wei.G
analytics.evn.com.vn	1	1	0	Wei.G
analytics.ewz.ch	1	1	0	Wei.G
analytics.explus.vn	1	1	0	Wei.G
analytics.ext.go-tellm.com	1	1	0	Wei.G
analytics.ff.avast.com	1	1	0	Wei.G
analytics.firstcitizens.com	1	1	0	Wei.G
analytics.fishtrack.com	1	1	0	Wei.G
analytics.foresee.com	1	1	0	Wei.G
analytics.fosrv.com	1	1	0	Wei.G
analytics.fsoft.com.vn	1	1	0	Wei.G
analytics.fuckingawesome.com	1	1	0	Wei.G
analytics.futuro360.com	1	1	0	Wei.G
analytics.ganji.com	1	1	0	Wei.G
analytics.getshogun.com	1	1	0	Wei.G
analytics.gismart.xyz	1	1	0	Wei.G
analytics.glance.inmobi.com	1	1	0	Wei.G
analytics.global.sky.com	1	1	0	Wei.G
analytics.google.com	1	1	0	Wei.G
analytics.gotama.link	1	1	0	Wei.G
analytics.greenmountain.com	1	1	0	Wei.G
analytics.greenmountainenergy.com	1	1	0	Wei.G
analytics.harpercollins.com	1	1	0	Wei.G
analytics.haworth.com	1	1	0	Wei.G
analytics.hayneedle.com	1	1	0	Wei.G
analytics.hebela.vn	1	1	0	Wei.G
analytics.hgcdn.net	1	1	0	Wei.G
analytics.hiexpress.com	1	1	0	Wei.G
analytics.hostyour.video	1	1	0	Wei.G
analytics.hotelclub.com	1	1	0	Wei.G
analytics.htmedia.in	1	1	0	Wei.G
analytics.hub-js.com	1	1	0	Wei.G
analytics.hz.netease.com	1	1	0	Wei.G
analytics.icons8.com	1	1	0	Wei.G
analytics.ihg.com	1	1	0	Wei.G
analytics.inform.com	1	1	0	Wei.G
analytics.inlinemanual.com	1	1	0	Wei.G
analytics.intelliscapesolutions.com	1	1	0	Wei.G
analytics.ishopchangi.com	1	1	0	Wei.G
analytics.jamstackvietnam.com	1	1	0	Wei.G
analytics.jeoway.com	1	1	0	Wei.G
analytics.jiuzhilan.com	1	1	0	Wei.G
analytics.jst.ai	1	1	0	Wei.G
analytics.jumboprivacy.com	1	1	0	Wei.G
analytics.justuno.com	1	1	0	Wei.G
analytics.kaltura.com	1	1	0	Wei.G
analytics.kidoz.net	1	1	0	Wei.G
analytics.kingoapp.com	1	1	0	Wei.G
analytics.kongregate.io	1	1	0	Wei.G
analytics.kwebsoft.com	1	1	0	Wei.G
analytics.lb.mobileapphelper.com	1	1	0	Wei.G
analytics.lendio.com	1	1	0	Wei.G
analytics.libertymutual.com.edgekey.net	1	1	0	Wei.G
analytics.liftoff.io	1	1	0	Wei.G
analytics.live.com	1	1	0	Wei.G
analytics.lk.api.ditto.com	1	1	0	Wei.G
analytics.locallogic.co	1	1	0	Wei.G
analytics.localytics.com	1	1	0	Wei.G
analytics.logsss.com	1	1	0	Wei.G
analytics.lucid.app	1	1	0	Wei.G
analytics.ma.tune.com	1	1	0	Wei.G
analytics.mail-corp.com	1	1	0	Wei.G
analytics.mailmunch.co	1	1	0	Wei.G
analytics.map.qq.com	1	1	0	Wei.G
analytics.metalocator.com	1	1	0	Wei.G
analytics.metrix.ir	1	1	0	Wei.G
analytics.metro-cc.ru	1	1	0	Wei.G
analytics.metro.com.kz	1	1	0	Wei.G
analytics.mobadme.jp	1	1	0	Wei.G
analytics.mobiedu.vn	1	1	0	Wei.G
analytics.mobile-cdn.walmart.com.akadns.net	1	1	0	Wei.G
analytics.mobile.walmart.com	1	1	0	Wei.G
analytics.mobile.yandex.net	1	1	0	Wei.G
analytics.modul.ac.at	1	1	0	Wei.G
analytics.momentum-institut.at	1	1	0	Wei.G
analytics.mondotv.jp	1	1	0	Wei.G
analytics.moneycat.vn	1	1	0	Wei.G
analytics.mopub.com	1	1	0	Wei.G
analytics.moz.com	1	1	0	Wei.G
analytics.msn.com	1	1	0	Wei.G
analytics.msnbc.com	1	1	0	Wei.G
analytics.msnbc.msn.com	1	1	0	Wei.G
analytics.myfinance.com	1	1	0	Wei.G
analytics.mystream.com	1	1	0	Wei.G
analytics.nanda.vn	1	1	0	Wei.G
analytics.navyfederal.org	1	1	0	Wei.G
analytics.newsvine.com	1	1	0	Wei.G
analytics.nhattao.com	1	1	0	Wei.G
analytics.nike.com	1	1	0	Wei.G
analytics.nova.foxsports.com	1	1	0	Wei.G
analytics.novanet.vn	1	1	0	Wei.G
analytics.nrg.com	1	1	0	Wei.G
analytics.ns1.ff.avast.com	1	1	0	Wei.G
analytics.ntlc.com.vn	1	1	0	Wei.G
analytics.onesearch.id	1	1	0	Wei.G
analytics.onflix.vip	1	1	0	Wei.G
analytics.onfluencer.net	1	1	0	Wei.G
analytics.ooyala.com	1	1	0	Wei.G
analytics.ostr.io	1	1	0	Wei.G
analytics.pancake.vn	1	1	0	Wei.G
analytics.pangle-ads.com	1	1	0	Wei.G
analytics.percentmobile.com	1	1	0	Wei.G
analytics.phando.com	1	1	0	Wei.G
analytics.picknrg.com	1	1	0	Wei.G
analytics.picsart.com	1	1	0	Wei.G
analytics.pimproll.com	1	1	0	Wei.G
analytics.pinterest.com	1	1	0	Wei.G
analytics.pnc.com	1	1	0	Wei.G
analytics.pogo.tv	1	1	0	Wei.G
analytics.pointdrive.linkedin.com	1	1	0	Wei.G
analytics.pokki.com	1	1	0	Wei.G
analytics.poolshool.com	1	1	0	Wei.G
analytics.posttv.com	1	1	0	Wei.G
analytics.prx.org	1	1	0	Wei.G
analytics.publitas.com	1	1	0	Wei.G
analytics.qlook.net	1	1	0	Wei.G
analytics.query.yahoo.com	1	1	0	Wei.G
analytics.r.msn.com	1	1	0	Wei.G
analytics.rayjump.com	1	1	0	Wei.G
analytics.reliant.com	1	1	0	Wei.G
analytics.rever.vn	1	1	0	Wei.G
analytics.reyrey.net	1	1	0	Wei.G
analytics.rogersmedia.com	1	1	0	Wei.G
analytics.s3.amazonaws.com	1	1	0	Wei.G
analytics.saas-vn.network	1	1	0	Wei.G
analytics.safelinking.net	1	1	0	Wei.G
analytics.salmonads.com	1	1	0	Wei.G
analytics.samsungknox.com	1	1	0	Wei.G
analytics.santander.co.uk	1	1	0	Wei.G
analytics.scalemonk.com	1	1	0	Wei.G
analytics.seattleclouds.com	1	1	0	Wei.G
analytics.services.kirra.nl	1	1	0	Wei.G
analytics.shareaholic.com	1	1	0	Wei.G
analytics.shein.co.uk	1	1	0	Wei.G
analytics.shein.com	1	1	0	Wei.G
analytics.shorte.st	1	1	0	Wei.G
analytics.simplyhealth.co.uk	1	1	0	Wei.G
analytics.sitewit.com	1	1	0	Wei.G
analytics.sixt.cn	1	1	0	Wei.G
analytics.sixt.es	1	1	0	Wei.G
analytics.sixt.fr	1	1	0	Wei.G
analytics.sixt.it	1	1	0	Wei.G
analytics.sixt.jobs	1	1	0	Wei.G
analytics.sixt.jp	1	1	0	Wei.G
analytics.sixtmiddleeast.com	1	1	0	Wei.G
analytics.slashdotmedia.com	1	1	0	Wei.G
analytics.sleeknote.com	1	1	0	Wei.G
analytics.snssdk.com	1	1	0	Wei.G
analytics.sohatv.vn	1	1	0	Wei.G
analytics.spotta.nl	1	1	0	Wei.G
analytics.springboardvideo.com	1	1	0	Wei.G
analytics.stg.springboardvideo.com	1	1	0	Wei.G
analytics.strangeloopnetworks.com	1	1	0	Wei.G
analytics.strava.com	1	1	0	Wei.G
analytics.supplyframe.com	1	1	0	Wei.G
analytics.surfline.com	1	1	0	Wei.G
analytics.sutterhealth.org	1	1	0	Wei.G
analytics.swiggy.com	1	1	0	Wei.G
analytics.sydney.edu.au	1	1	0	Wei.G
analytics.tabichan.jp	1	1	0	Wei.G
analytics.tactilews.com	1	1	0	Wei.G
analytics.talkingdata.net	1	1	0	Wei.G
analytics.tbs.com	1	1	0	Wei.G
analytics.tcm.com	1	1	0	Wei.G
analytics.tdameritrade.com	1	1	0	Wei.G
analytics.teko.vn	1	1	0	Wei.G
analytics.theknot.com	1	1	0	Wei.G
analytics.thenest.com	1	1	0	Wei.G
analytics.tiki.vn	1	1	0	Wei.G
analytics.tiktok.com	1	1	0	Wei.G
analytics.tintuc.vn	1	1	0	Wei.G
analytics.tnt-tv.de	1	1	0	Wei.G
analytics.tnt.africa	1	1	0	Wei.G
analytics.tnt.com.br	1	1	0	Wei.G
analytics.tntdrama.com	1	1	0	Wei.G
analytics.tntdramma.com	1	1	0	Wei.G
analytics.tntsports.cl	1	1	0	Wei.G
analytics.tout.com	1	1	0	Wei.G
analytics.tresensa.com	1	1	0	Wei.G
analytics.trutv.com	1	1	0	Wei.G
analytics.turn.com	1	1	0	Wei.G
analytics.turnertv.com	1	1	0	Wei.G
analytics.tv189.cn	1	1	0	Wei.G
analytics.twitter.com	1	1	0	Wei.G
analytics.ubs.com	1	1	0	Wei.G
analytics.underarmour.com	1	1	0	Wei.G
analytics.ungdungtructuyen.vn	1	1	0	Wei.G
analytics.unive.nl	1	1	0	Wei.G
analytics.unsw.edu.au	1	1	0	Wei.G
analytics.upworthy.com	1	1	0	Wei.G
analytics.usdm.net	1	1	0	Wei.G
analytics.userreport.com	1	1	0	Wei.G
analytics.vast.com	1	1	0	Wei.G
analytics.vendemore.com	1	1	0	Wei.G
analytics.verizonenterprise.com	1	1	0	Wei.G
analytics.veryfunnyads.net	1	1	0	Wei.G
analytics.viblo.asia	1	1	0	Wei.G
analytics.videocloud.top	1	1	0	Wei.G
analytics.vietnamfinance.vn	1	1	0	Wei.G
analytics.vnncdn.net	1	1	0	Wei.G
analytics.vnpt.vn	1	1	0	Wei.G
analytics.vnreview.vn	1	1	0	Wei.G
analytics.vodafone.co.uk	1	1	0	Wei.G
analytics.wanmei.com	1	1	0	Wei.G
analytics.webads.eu	1	1	0	Wei.G
analytics.wildtangent.com	1	1	0	Wei.G
analytics.wishabi.ca	1	1	0	Wei.G
analytics.woozooo.com	1	1	0	Wei.G
analytics.xelondigital.com	1	1	0	Wei.G
analytics.xgimi.com	1	1	0	Wei.G
analytics.xl.pt	1	1	0	Wei.G
analytics.xoomenergy.com	1	1	0	Wei.G
analytics.yahoo.com	1	1	0	Wei.G
analytics.yam.com	1	1	0	Wei.G
analytics.yolacdn.net	1	1	0	Wei.G
analytics.yomedia.vn	1	1	0	Wei.G
analytics.yopify.com.herokudns.com	1	1	0	Wei.G
analytics.youmi.net	1	1	0	Wei.G
analytics.youramigo.com	1	1	0	Wei.G
analytics.zapps.me	1	1	0	Wei.G
analytics.zapps.vn	1	1	0	Wei.G
analytics.zatomac.vn	1	1	0	Wei.G
analytics.zdbb.net	1	1	0	Wei.G
analytics.zendesk.com	1	1	0	Wei.G
analytics.zg-api.com	1	1	0	Wei.G
analytics.ziftsolutions.com	1	1	0	Wei.G
analytics.zim.vn	1	1	0	Wei.G
analytics3.dopool.com	1	1	0	Wei.G
analytics3.starschina.com	1	1	0	Wei.G
and-ads.pulse.weatherbug.net	1	1	0	Wei.G
andr0id.traffic-smart.com	1	1	0	Wei.G
android-com-wildlife-games-battle-royale-free-zooba.topaz-analytics.com	1	1	0	Wei.G
android.bcfads.com	1	1	0	Wei.G
android.bugly.qq.com	1	1	0	Wei.G
android.rqd.qq.com	1	1	0	Wei.G
androidads20.adcolony.com	1	1	0	Wei.G
androidads20staging.adcolony.com	1	1	0	Wei.G
androidads21.adcolony.com	1	1	0	Wei.G
androidads23.adcolony.com	1	1	0	Wei.G
androidads4-3.adcolony.com	1	1	0	Wei.G
androidads4-5.adcolony.com	1	1	0	Wei.G
androidads4-6.adcolony.com	1	1	0	Wei.G
androidads4-7.adcolony.com	1	1	0	Wei.G
androidads4-8.adcolony.com	1	1	0	Wei.G
androiddownload.damai.cn	1	1	0	Wei.G
androidgo.duapp.com	1	1	0	Wei.G
androidsdk.ads.mp.mydas.mobi	1	1	0	Wei.G
andromeda.iad-01.braze.com	1	1	0	Wei.G
andrqd.play.aiseet.atianqi.com	1	1	0	Wei.G
ani.adspruce.com	1	1	0	Wei.G
anners.ero-advertising.com	1	1	0	Wei.G
anon.doubleclick.speedera.net	1	1	0	Wei.G
anonads.net	1	1	0	Wei.G
anonymousads.com	1	1	0	Wei.G
anteater.audioadventuregame.com	1	1	0	Wei.G
antenna-apse.ayads.co	1	1	0	Wei.G
antenna-us.ayads.co	1	1	0	Wei.G
antenna.ayads.co	1	1	0	Wei.G
antispyware.onlinedownloads.org	1	1	0	Wei.G
antyweb.push-ad.com	1	1	0	Wei.G
anu-adventure.com	1	1	0	Wei.G
anycast.adnxs.com	1	1	0	Wei.G
anycast.dt.adsafeprotected.com	1	1	0	Wei.G
anycast.fw.adsafeprotected.com	1	1	0	Wei.G
anycast.pixel.adsafeprotected.com	1	1	0	Wei.G
anycast.pm.adsafeprotected.com	1	1	0	Wei.G
anycast.static.adsafeprotected.com	1	1	0	Wei.G
anysdk.com	1	1	0	Wei.G
anythinktech.com	1	1	0	Wei.G
aod-image-material.cdn.bcebos.com	1	1	0	Wei.G
aoiceadsl.fr	1	1	0	Wei.G
aosmith.advancedtech.com	1	1	0	Wei.G
ap-notify.bidagent.xad.com	1	1	0	Wei.G
ap-southeast-1-ads.yieldmo.com	1	1	0	Wei.G
ap-southeast-1.ecs.mb.moatads.com	1	1	0	Wei.G
ap-southeast-1.prod.pr.analytics.console.aws.a2z.com	1	1	0	Wei.G
ap.ad-feed.com	1	1	0	Wei.G
ap.read.mediation.pns.ap.orangeads.fr	1	1	0	Wei.G
apac-ads.flurry.com	1	1	0	Wei.G
apac-sg-ad-track.aralego.com	1	1	0	Wei.G
apac-tw-ad-track.aralego.com	1	1	0	Wei.G
apac.rel.msn.com	1	1	0	Wei.G
ape.saadsvoterguide.org	1	1	0	Wei.G
apex-ad.com	1	1	0	Wei.G
apex-range86-129xroads.b2bmktg.com	1	1	0	Wei.G
apexstoneadvisors.com	1	1	0	Wei.G
api-05.com	1	1	0	Wei.G
api-2-0.spot.im	1	1	0	Wei.G
api-a.op-mobile.opera.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao-b.com	0	0	1	Wei.G
api-access.pangolin-sdk-toutiao.com	0	0	1	Wei.G
api-access.pangolin-sdk-toutiao0-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao0.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao1-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao1.com	0	0	1	Wei.G
api-access.pangolin-sdk-toutiao10-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao10.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao11-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao11.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao12-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao12.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao13-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao13.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao14-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao14.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao15-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao15.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao16-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao16.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao17-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao17.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao18-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao18.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao19-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao19.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao2-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao2.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao20-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao20.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao21-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao21.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao22-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao22.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao23-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao23.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao24-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao24.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao25-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao25.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao26-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao26.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao27-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao27.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao28-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao28.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao29-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao29.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao3-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao3.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao30-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao30.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao31-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao31.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao4-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao4.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao5-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao5.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao6-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao6.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao7-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao7.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao8-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao8.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao9-b.com	1	1	0	Wei.G
api-access.pangolin-sdk-toutiao9.com	1	1	0	Wei.G
api-ad-adapter.wps.com	1	1	0	Wei.G
api-ad-callback.falconnet.app	1	1	0	Wei.G
api-ad-callback.mobiuspace.net	1	1	0	Wei.G
api-ad-data.kajicam.com	1	1	0	Wei.G
api-ad-extra.kajicam.com	1	1	0	Wei.G
api-ad-product.huxiu.com	1	1	0	Wei.G
api-ad.kajicam.com	1	1	0	Wei.G
api-ads.qutaovip.com	1	1	0	Wei.G
api-ads.tiantianqutao.com	1	1	0	Wei.G
api-adservices.apple.com	1	1	0	Wei.G
api-analytics-bootstrap.metaps.com	1	1	0	Wei.G
api-analytics-cn.huami.com	1	1	0	Wei.G
api-analytics.metaps.com	1	1	0	Wei.G
api-app.ants.vn	1	1	0	Wei.G
api-app.coocaa.ottcn.com	1	1	0	Wei.G
api-c.dutils.com	1	1	0	Wei.G
api-d.dutils.com	1	1	0	Wei.G
api-es.doglobal.net	1	1	0	Wei.G
api-ext.mediav.com	1	1	0	Wei.G
api-flow.flyme.cn	1	1	0	Wei.G
api-flow.meizu.com	1	1	0	Wei.G
api-gateway.us-west-2.elasticbeanstalk.com	1	1	0	Wei.G
api-gdpr.voodoo-tech.io	1	1	0	Wei.G
api-gi.getui.com	1	1	0	Wei.G
api-h.outgrow.co	1	1	0	Wei.G
api-home.coocaa.ottcn.com	1	1	0	Wei.G
api-home.skysrt.com	1	1	0	Wei.G
api-htp.beizi.biz	1	1	0	Wei.G
api-internal-dev.oncustomer.asia	1	1	0	Wei.G
api-internal.oncustomer.asia	1	1	0	Wei.G
api-js.mixpanel.com	1	1	0	Wei.G
api-ldp.novaonx.com	1	1	0	Wei.G
api-live.outgrow.co	1	1	0	Wei.G
api-logdev.sohatv.vn	1	1	0	Wei.G
api-luckycoinsdk.doglobal.net	1	1	0	Wei.G
api-mcp.adsp.xunlei.com	1	1	0	Wei.G
api-metrics-canary.flurry.com	1	1	0	Wei.G
api-metrics-e2e.nonprod.flurry.com	1	1	0	Wei.G
api-metrics-smoke.nonprod.flurry.com	1	1	0	Wei.G
api-metrics.flurry.com	1	1	0	Wei.G
api-n.outgrow.co	1	1	0	Wei.G
api-olx.match-me.shop	1	1	0	Wei.G
api-olx.place-ssl.shop	1	1	0	Wei.G
api-p0.yksdks.com	1	1	0	Wei.G
api-proxy.bee7.com	1	1	0	Wei.G
api-public.addthis.com	1	1	0	Wei.G
api-redirect-page.prudensys.com	1	1	0	Wei.G
api-resource.youzicheng.net	1	1	0	Wei.G
api-rewarded-video.fyber.com	1	1	0	Wei.G
api-rssocks.youzicheng.net	1	1	0	Wei.G
api-rza6sjrnc.metalcentor.es	1	1	0	Wei.G
api-s2s.taboola.com	1	1	0	Wei.G
api-sdk.datadome.co	1	1	0	Wei.G
api-secure.solvemedia.com	1	1	0	Wei.G
api-telemetry.servers.getgo.com	1	1	0	Wei.G
api-upgrade.coocaa.ottcn.com	1	1	0	Wei.G
api-us.appodealx.com	1	1	0	Wei.G
api-usent.kampyle.com	1	1	0	Wei.G
api-v2.zbet.tv	1	1	0	Wei.G
api-v3.tinypass.com	1	1	0	Wei.G
api-verify.flurry.com	1	1	0	Wei.G
api-visitor-analytics.intercom.com	1	1	0	Wei.G
api.0530hz.cn	1	1	0	Wei.G
api.066hjkl.com	1	1	0	Wei.G
api.078uijy.com	1	1	0	Wei.G
api.097iuhy.com	1	1	0	Wei.G
api.112.2o7.net	1	1	0	Wei.G
api.118kbet.com	1	1	0	Wei.G
